Date,Market,Market Size,Product,Product Id,Product Type,State,Type,Budget Profit,Budget Sales,Cogs,Number of Records,Profit,Profit Ratio,Sales,Total Expenses
5/1/2010 12:00:00 AM,Central,Major Market,Decaf Espresso,6,Espresso,Colorado,Decaf,60,180,64,1,44,27.5%,160,52
5/1/2010 12:00:00 AM,Central,Major Market,Decaf Irish Cream,3,Coffee,Colorado,Decaf,120,260,104,1,112,43.8%,256,40
5/1/2010 12:00:00 AM,Central,Major Market,Chamomile,8,Herbal Tea,Colorado,Decaf,90,260,149,1,83,27.9%,298,66
5/1/2010 12:00:00 AM,Central,Major Market,Lemon,9,Herbal Tea,Colorado,Decaf,10,110,53,1,-3,-2.3%,128,78
5/1/2010 12:00:00 AM,Central,Major Market,Mint,10,Herbal Tea,Colorado,Decaf,30,100,52,1,26,21.1%,123,45
5/1/2010 12:00:00 AM,Central,Major Market,Columbian,2,Coffee,Illinois,Regular,180,480,195,1,161,34.6%,465,109
5/1/2010 12:00:00 AM,Central,Major Market,Darjeeling,11,Tea,Illinois,Regular,80,180,86,1,88,41.9%,210,36
5/1/2010 12:00:00 AM,Central,Major Market,Earl Grey,12,Tea,Illinois,Regular,50,140,64,1,44,27.5%,160,52
5/1/2010 12:00:00 AM,Central,Major Market,Caffe Mocha,5,Espresso,Illinois,Regular,300,720,263,1,230,37.6%,612,119
5/1/2010 12:00:00 AM,Central,Major Market,Decaf Espresso,6,Espresso,Illinois,Decaf,210,610,260,1,165,31.7%,521,96
5/1/2010 12:00:00 AM,Central,Major Market,Decaf Irish Cream,3,Coffee,Illinois,Decaf,140,320,127,1,122,39.1%,312,63
5/1/2010 12:00:00 AM,Central,Major Market,Chamomile,8,Herbal Tea,Illinois,Decaf,120,220,104,1,112,43.8%,256,40
5/1/2010 12:00:00 AM,Central,Major Market,Lemon,9,Herbal Tea,Illinois,Decaf,60,160,83,1,68,35.8%,190,39
5/1/2010 12:00:00 AM,Central,Major Market,Mint,10,Herbal Tea,Illinois,Decaf,120,220,104,1,112,43.8%,256,40
5/1/2010 12:00:00 AM,Central,Small Market,Amaretto,1,Coffee,Iowa,Regular,20,50,20,1,12,24.5%,49,17
5/1/2010 12:00:00 AM,Central,Small Market,Darjeeling,11,Tea,Iowa,Regular,150,450,260,1,165,31.7%,521,96
5/1/2010 12:00:00 AM,Central,Small Market,Earl Grey,12,Tea,Iowa,Regular,170,510,265,1,190,32.3%,589,134
5/1/2010 12:00:00 AM,Central,Small Market,Caffe Mocha,5,Espresso,Iowa,Regular,20,50,20,1,12,24.5%,49,17
5/1/2010 12:00:00 AM,Central,Small Market,Decaf Espresso,6,Espresso,Iowa,Decaf,40,50,0,1,31,72.1%,43,12
5/1/2010 12:00:00 AM,Central,Small Market,Columbian,2,Coffee,Iowa,Regular,20,70,31,1,7,10.3%,68,30
5/1/2010 12:00:00 AM,Central,Small Market,Decaf Irish Cream,3,Coffee,Iowa,Decaf,20,50,22,1,11,21.2%,52,19
5/1/2010 12:00:00 AM,Central,Small Market,Chamomile,8,Herbal Tea,Iowa,Decaf,220,530,263,1,231,37.7%,612,118
5/1/2010 12:00:00 AM,Central,Small Market,Lemon,9,Herbal Tea,Iowa,Decaf,130,270,127,1,122,39.1%,312,63
5/1/2010 12:00:00 AM,Central,Small Market,Darjeeling,11,Tea,Missouri,Regular,20,80,39,1,14,15.2%,92,39
5/1/2010 12:00:00 AM,Central,Small Market,Earl Grey,12,Tea,Missouri,Regular,0,60,34,1,-4,-5.3%,76,46
5/1/2010 12:00:00 AM,Central,Small Market,Green Tea,13,Tea,Missouri,Regular,0,70,36,1,-2,-2.5%,81,47
5/1/2010 12:00:00 AM,Central,Small Market,Caffe Mocha,5,Espresso,Missouri,Regular,50,120,44,1,41,37.6%,109,24
5/1/2010 12:00:00 AM,Central,Small Market,Decaf Espresso,6,Espresso,Missouri,Decaf,50,110,39,1,36,37.1%,97,22
5/1/2010 12:00:00 AM,Central,Small Market,Columbian,2,Coffee,Missouri,Regular,50,180,77,1,33,19.1%,173,63
5/1/2010 12:00:00 AM,Central,Small Market,Decaf Irish Cream,3,Coffee,Missouri,Decaf,40,150,68,1,38,25.7%,148,42
5/1/2010 12:00:00 AM,Central,Small Market,Chamomile,8,Herbal Tea,Missouri,Decaf,10,90,43,1,-8,-7.7%,104,69
5/1/2010 12:00:00 AM,Central,Small Market,Lemon,9,Herbal Tea,Missouri,Decaf,0,110,98,1,-15,-11.0%,136,53
5/1/2010 12:00:00 AM,Central,Major Market,Darjeeling,11,Tea,Ohio,Regular,70,200,94,1,79,33.6%,235,62
5/1/2010 12:00:00 AM,Central,Major Market,Earl Grey,12,Tea,Ohio,Regular,100,240,114,1,101,37.0%,273,58
5/1/2010 12:00:00 AM,Central,Major Market,Caffe Mocha,5,Espresso,Ohio,Regular,120,350,149,1,84,28.2%,298,65
5/1/2010 12:00:00 AM,Central,Major Market,Decaf Espresso,6,Espresso,Ohio,Decaf,20,130,53,1,11,9.3%,118,54
5/1/2010 12:00:00 AM,Central,Major Market,Amaretto,1,Coffee,Ohio,Regular,40,120,52,1,27,22.0%,123,44
5/1/2010 12:00:00 AM,Central,Major Market,Columbian,2,Coffee,Ohio,Regular,30,100,42,1,24,23.3%,103,37
5/1/2010 12:00:00 AM,Central,Major Market,Decaf Irish Cream,3,Coffee,Ohio,Decaf,20,130,53,1,-2,-1.6%,128,77
5/1/2010 12:00:00 AM,Central,Major Market,Chamomile,8,Herbal Tea,Ohio,Decaf,30,40,20,1,12,24.5%,49,17
5/1/2010 12:00:00 AM,Central,Major Market,Lemon,9,Herbal Tea,Ohio,Decaf,40,60,29,1,23,32.4%,71,19
5/1/2010 12:00:00 AM,Central,Small Market,Darjeeling,11,Tea,Wisconsin,Regular,30,90,45,1,27,24.5%,110,38
5/1/2010 12:00:00 AM,Central,Small Market,Earl Grey,12,Tea,Wisconsin,Regular,10,130,64,1,2,1.3%,154,88
5/1/2010 12:00:00 AM,Central,Small Market,Caffe Mocha,5,Espresso,Wisconsin,Regular,70,200,78,1,47,27.6%,170,45
5/1/2010 12:00:00 AM,Central,Small Market,Decaf Espresso,6,Espresso,Wisconsin,Decaf,50,120,48,1,35,31.8%,110,27
5/1/2010 12:00:00 AM,Central,Small Market,Amaretto,1,Coffee,Wisconsin,Regular,20,130,58,1,17,13.1%,130,55
5/1/2010 12:00:00 AM,Central,Small Market,Columbian,2,Coffee,Wisconsin,Regular,40,230,92,1,17,7.7%,221,112
5/1/2010 12:00:00 AM,Central,Small Market,Decaf Irish Cream,3,Coffee,Wisconsin,Decaf,80,210,87,1,62,30.4%,204,55
5/1/2010 12:00:00 AM,Central,Small Market,Chamomile,8,Herbal Tea,Wisconsin,Decaf,50,110,48,1,45,34.6%,130,37
5/1/2010 12:00:00 AM,Central,Small Market,Lemon,9,Herbal Tea,Wisconsin,Decaf,60,110,53,1,51,39.2%,130,26
5/1/2010 12:00:00 AM,East,Small Market,Darjeeling,11,Tea,Connecticut,Regular,50,110,44,1,42,38.5%,109,23
5/1/2010 12:00:00 AM,East,Small Market,Green Tea,13,Tea,Connecticut,Regular,30,60,23,1,17,29.8%,57,17
5/1/2010 12:00:00 AM,East,Small Market,Caffe Mocha,5,Espresso,Connecticut,Regular,20,150,64,1,3,1.9%,154,87
5/1/2010 12:00:00 AM,East,Small Market,Decaf Espresso,6,Espresso,Connecticut,Decaf,40,110,48,1,22,19.5%,113,43
5/1/2010 12:00:00 AM,East,Small Market,Columbian,2,Coffee,Connecticut,Regular,110,260,110,1,98,35.6%,275,67
5/1/2010 12:00:00 AM,East,Small Market,Lemon,9,Herbal Tea,Connecticut,Decaf,40,130,77,1,33,19.1%,173,63
5/1/2010 12:00:00 AM,East,Small Market,Mint,10,Herbal Tea,Connecticut,Decaf,40,110,68,1,38,25.7%,148,42
5/1/2010 12:00:00 AM,East,Major Market,Darjeeling,11,Tea,Florida,Regular,40,90,36,1,32,36.0%,89,21
5/1/2010 12:00:00 AM,East,Major Market,Green Tea,13,Tea,Florida,Regular,70,140,53,1,52,40.0%,130,25
5/1/2010 12:00:00 AM,East,Major Market,Caffe Mocha,5,Espresso,Florida,Regular,40,210,92,1,17,7.7%,221,112
5/1/2010 12:00:00 AM,East,Major Market,Decaf Espresso,6,Espresso,Florida,Decaf,70,190,87,1,62,30.4%,204,55
5/1/2010 12:00:00 AM,East,Major Market,Columbian,2,Coffee,Florida,Regular,90,220,94,1,78,33.2%,235,63
5/1/2010 12:00:00 AM,East,Major Market,Decaf Irish Cream,3,Coffee,Florida,Decaf,100,250,114,1,100,36.6%,273,59
5/1/2010 12:00:00 AM,East,Major Market,Chamomile,8,Herbal Tea,Florida,Decaf,30,80,48,1,35,31.8%,110,27
5/1/2010 12:00:00 AM,East,Major Market,Lemon,9,Herbal Tea,Florida,Decaf,30,100,58,1,17,13.1%,130,55
5/1/2010 12:00:00 AM,East,Major Market,Mint,10,Herbal Tea,Florida,Decaf,50,130,78,1,47,27.6%,170,45
5/1/2010 12:00:00 AM,East,Major Market,Darjeeling,11,Tea,Massachusetts,Regular,30,70,29,1,22,31.0%,71,20
5/1/2010 12:00:00 AM,East,Major Market,Green Tea,13,Tea,Massachusetts,Regular,20,50,20,1,12,24.5%,49,17
5/1/2010 12:00:00 AM,East,Major Market,Caffe Mocha,5,Espresso,Massachusetts,Regular,0,110,53,1,-16,-14.0%,114,77
5/1/2010 12:00:00 AM,East,Major Market,Regular Espresso,7,Espresso,Massachusetts,Regular,100,290,149,1,84,28.2%,298,65
5/1/2010 12:00:00 AM,East,Major Market,Columbian,2,Coffee,Massachusetts,Regular,430,520,64,1,434,78.8%,551,53
5/1/2010 12:00:00 AM,East,Major Market,Lemon,9,Herbal Tea,Massachusetts,Decaf,20,90,53,1,12,10.2%,118,53
5/1/2010 12:00:00 AM,East,Small Market,Darjeeling,11,Tea,New Hampshire,Regular,20,50,20,1,12,24.5%,49,17
5/1/2010 12:00:00 AM,East,Small Market,Green Tea,13,Tea,New Hampshire,Regular,30,40,0,1,32,74.4%,43,11
5/1/2010 12:00:00 AM,East,Small Market,Caffe Mocha,5,Espresso,New Hampshire,Regular,10,100,43,1,-7,-6.7%,104,68
5/1/2010 12:00:00 AM,East,Small Market,Regular Espresso,7,Espresso,New Hampshire,Regular,0,70,34,1,-3,-3.9%,76,45
5/1/2010 12:00:00 AM,East,Small Market,Amaretto,1,Coffee,New Hampshire,Regular,40,110,51,1,35,28.0%,125,39
5/1/2010 12:00:00 AM,East,Small Market,Columbian,2,Coffee,New Hampshire,Regular,50,120,52,1,31,23.5%,132,49
5/1/2010 12:00:00 AM,East,Small Market,Lemon,9,Herbal Tea,New Hampshire,Decaf,10,60,36,1,-1,-1.2%,81,46
5/1/2010 12:00:00 AM,East,Major Market,Darjeeling,11,Tea,New York,Regular,120,270,104,1,112,43.8%,256,40
5/1/2010 12:00:00 AM,East,Major Market,Earl Grey,12,Tea,New York,Regular,120,270,104,1,111,43.4%,256,41
5/1/2010 12:00:00 AM,East,Major Market,Green Tea,13,Tea,New York,Regular,100,220,86,1,89,42.4%,210,35
5/1/2010 12:00:00 AM,East,Major Market,Caffe Mocha,5,Espresso,New York,Regular,-180,60,121,1,-195,-282.6%,69,143
5/1/2010 12:00:00 AM,East,Major Market,Regular Espresso,7,Espresso,New York,Regular,210,530,260,1,187,34.4%,543,96
5/1/2010 12:00:00 AM,East,Major Market,Columbian,2,Coffee,New York,Regular,300,710,302,1,295,39.0%,756,159
5/1/2010 12:00:00 AM,East,Major Market,Lemon,9,Herbal Tea,New York,Decaf,200,500,265,1,252,38.7%,651,134
5/1/2010 12:00:00 AM,East,Major Market,Mint,10,Herbal Tea,New York,Decaf,-90,150,235,1,-131,-66.2%,198,94
5/1/2010 12:00:00 AM,South,Small Market,Decaf Espresso,6,Espresso,Louisiana,Decaf,40,90,45,1,28,25.5%,110,37
5/1/2010 12:00:00 AM,South,Small Market,Caffe Latte,4,Espresso,Louisiana,Regular,10,130,64,1,3,1.9%,154,87
5/1/2010 12:00:00 AM,South,Small Market,Caffe Mocha,5,Espresso,Louisiana,Regular,50,110,48,1,44,33.8%,130,38
5/1/2010 12:00:00 AM,South,Small Market,Chamomile,8,Herbal Tea,Louisiana,Decaf,40,100,48,1,35,31.5%,111,28
5/1/2010 12:00:00 AM,South,Small Market,Lemon,9,Herbal Tea,Louisiana,Decaf,40,160,77,1,33,19.1%,173,63
5/1/2010 12:00:00 AM,South,Small Market,Columbian,2,Coffee,Louisiana,Regular,50,120,40,1,36,36.4%,99,23
5/1/2010 12:00:00 AM,South,Small Market,Decaf Irish Cream,3,Coffee,Louisiana,Decaf,80,160,53,1,52,40.0%,130,25
5/1/2010 12:00:00 AM,South,Small Market,Decaf Espresso,6,Espresso,New Mexico,Decaf,10,70,39,1,14,15.2%,92,39
5/1/2010 12:00:00 AM,South,Small Market,Caffe Latte,4,Espresso,New Mexico,Regular,10,60,34,1,-4,-5.3%,76,46
5/1/2010 12:00:00 AM,South,Small Market,Caffe Mocha,5,Espresso,New Mexico,Regular,0,80,43,1,-7,-6.7%,104,68
5/1/2010 12:00:00 AM,South,Small Market,Chamomile,8,Herbal Tea,New Mexico,Decaf,20,40,20,1,12,24.5%,49,17
5/1/2010 12:00:00 AM,South,Small Market,Lemon,9,Herbal Tea,New Mexico,Decaf,20,60,31,1,7,10.3%,68,30
5/1/2010 12:00:00 AM,South,Small Market,Columbian,2,Coffee,New Mexico,Regular,60,160,52,1,31,23.5%,132,49
5/1/2010 12:00:00 AM,South,Small Market,Decaf Irish Cream,3,Coffee,New Mexico,Decaf,10,170,98,1,-15,-11.0%,136,53
5/1/2010 12:00:00 AM,South,Small Market,Decaf Espresso,6,Espresso,Oklahoma,Decaf,80,200,94,1,79,33.6%,235,62
5/1/2010 12:00:00 AM,South,Small Market,Caffe Latte,4,Espresso,Oklahoma,Regular,100,230,114,1,101,37.0%,273,58
5/1/2010 12:00:00 AM,South,Small Market,Caffe Mocha,5,Espresso,Oklahoma,Regular,30,40,20,1,13,26.5%,49,16
5/1/2010 12:00:00 AM,South,Small Market,Chamomile,8,Herbal Tea,Oklahoma,Decaf,20,120,58,1,17,13.1%,130,55
5/1/2010 12:00:00 AM,South,Small Market,Lemon,9,Herbal Tea,Oklahoma,Decaf,40,210,92,1,17,7.7%,221,112
5/1/2010 12:00:00 AM,South,Small Market,Columbian,2,Coffee,Oklahoma,Regular,50,120,43,1,30,30.3%,99,26
5/1/2010 12:00:00 AM,South,Small Market,Decaf Irish Cream,3,Coffee,Oklahoma,Decaf,40,80,29,1,22,31.0%,71,20
5/1/2010 12:00:00 AM,South,Major Market,Decaf Espresso,6,Espresso,Texas,Decaf,90,180,86,1,88,41.9%,210,36
5/1/2010 12:00:00 AM,South,Major Market,Caffe Latte,4,Espresso,Texas,Regular,50,130,64,1,44,27.5%,160,52
5/1/2010 12:00:00 AM,South,Major Market,Caffe Mocha,5,Espresso,Texas,Regular,120,220,104,1,112,43.8%,256,40
5/1/2010 12:00:00 AM,South,Major Market,Chamomile,8,Herbal Tea,Texas,Decaf,50,120,52,1,27,22.0%,123,44
5/1/2010 12:00:00 AM,South,Major Market,Lemon,9,Herbal Tea,Texas,Decaf,30,100,42,1,25,24.3%,103,36
5/1/2010 12:00:00 AM,South,Major Market,Columbian,2,Coffee,Texas,Regular,270,640,235,1,183,35.7%,512,94
5/1/2010 12:00:00 AM,South,Major Market,Decaf Irish Cream,3,Coffee,Texas,Decaf,100,230,83,1,68,35.8%,190,39
5/1/2010 12:00:00 AM,West,Small Market,Caffe Latte,4,Espresso,Utah,Regular,50,90,39,1,36,37.1%,97,22
5/1/2010 12:00:00 AM,West,Small Market,Caffe Mocha,5,Espresso,Utah,Regular,40,100,48,1,36,32.4%,111,27
5/1/2010 12:00:00 AM,West,Small Market,Decaf Espresso,6,Espresso,Utah,Decaf,40,100,44,1,42,38.5%,109,23
5/1/2010 12:00:00 AM,West,Small Market,Amaretto,1,Coffee,Utah,Regular,60,180,68,1,38,25.7%,148,42
5/1/2010 12:00:00 AM,West,Small Market,Columbian,2,Coffee,Utah,Regular,50,140,48,1,22,19.5%,113,43
5/1/2010 12:00:00 AM,West,Small Market,Decaf Irish Cream,3,Coffee,Utah,Decaf,70,210,77,1,34,19.7%,173,62
5/1/2010 12:00:00 AM,West,Small Market,Chamomile,8,Herbal Tea,Utah,Decaf,40,110,51,1,34,27.2%,125,40
5/1/2010 12:00:00 AM,West,Small Market,Lemon,9,Herbal Tea,Utah,Decaf,40,110,52,1,32,24.2%,132,48
5/1/2010 12:00:00 AM,West,Small Market,Mint,10,Herbal Tea,Utah,Decaf,-10,110,98,1,-15,-11.0%,136,53
5/1/2010 12:00:00 AM,West,Small Market,Darjeeling,11,Tea,Utah,Regular,10,70,43,1,-8,-7.7%,104,69
5/1/2010 12:00:00 AM,West,Small Market,Earl Grey,12,Tea,Utah,Regular,20,60,39,1,14,15.2%,92,39
5/1/2010 12:00:00 AM,West,Small Market,Green Tea,13,Tea,Utah,Regular,10,50,34,1,-3,-3.9%,76,45
5/1/2010 12:00:00 AM,West,Major Market,Caffe Latte,4,Espresso,California,Regular,180,500,260,1,165,31.7%,521,96
5/1/2010 12:00:00 AM,West,Major Market,Caffe Mocha,5,Espresso,California,Regular,30,270,121,1,25,8.7%,289,143
5/1/2010 12:00:00 AM,West,Major Market,Decaf Espresso,6,Espresso,California,Decaf,220,580,263,1,230,37.6%,612,119
5/1/2010 12:00:00 AM,West,Major Market,Amaretto,1,Coffee,California,Regular,-80,130,127,1,-84,-79.2%,106,63
5/1/2010 12:00:00 AM,West,Major Market,Columbian,2,Coffee,California,Regular,410,940,302,1,295,39.0%,756,159
5/1/2010 12:00:00 AM,West,Major Market,Decaf Irish Cream,3,Coffee,California,Decaf,-140,200,195,1,-142,-87.1%,163,110
5/1/2010 12:00:00 AM,West,Major Market,Chamomile,8,Herbal Tea,California,Decaf,120,220,104,1,111,43.4%,256,41
5/1/2010 12:00:00 AM,West,Major Market,Lemon,9,Herbal Tea,California,Decaf,180,450,235,1,183,35.7%,512,94
5/1/2010 12:00:00 AM,West,Major Market,Mint,10,Herbal Tea,California,Decaf,60,160,83,1,67,35.3%,190,40
5/1/2010 12:00:00 AM,West,Major Market,Darjeeling,11,Tea,California,Regular,100,170,104,1,111,43.4%,256,41
5/1/2010 12:00:00 AM,West,Major Market,Earl Grey,12,Tea,California,Regular,80,140,86,1,89,42.4%,210,35
5/1/2010 12:00:00 AM,West,Major Market,Green Tea,13,Tea,California,Regular,30,100,64,1,43,26.9%,160,53
5/1/2010 12:00:00 AM,West,Small Market,Caffe Latte,4,Espresso,Nevada,Regular,30,40,0,1,31,72.1%,43,12
5/1/2010 12:00:00 AM,West,Small Market,Caffe Mocha,5,Espresso,Nevada,Regular,20,40,20,1,13,26.5%,49,16
5/1/2010 12:00:00 AM,West,Small Market,Decaf Espresso,6,Espresso,Nevada,Decaf,20,40,20,1,13,26.5%,49,16
5/1/2010 12:00:00 AM,West,Small Market,Columbian,2,Coffee,Nevada,Regular,20,100,36,1,-1,-1.2%,81,46
5/1/2010 12:00:00 AM,West,Small Market,Chamomile,8,Herbal Tea,Nevada,Decaf,40,250,121,1,25,8.7%,289,143
5/1/2010 12:00:00 AM,West,Small Market,Lemon,9,Herbal Tea,Nevada,Decaf,160,400,195,1,160,34.4%,465,110
5/1/2010 12:00:00 AM,West,Small Market,Mint,10,Herbal Tea,Nevada,Decaf,120,270,127,1,121,38.8%,312,64
5/1/2010 12:00:00 AM,West,Small Market,Darjeeling,11,Tea,Nevada,Regular,170,410,263,1,231,37.7%,612,118
5/1/2010 12:00:00 AM,West,Small Market,Earl Grey,12,Tea,Nevada,Regular,120,350,260,1,164,31.5%,521,97
5/1/2010 12:00:00 AM,West,Small Market,Green Tea,13,Tea,Nevada,Regular,-250,0,265,1,-380,-2111.1%,18,133
5/1/2010 12:00:00 AM,West,Small Market,Decaf Irish Cream,3,Coffee,Nevada,Decaf,30,80,31,1,6,8.8%,68,31
5/1/2010 12:00:00 AM,West,Small Market,Caffe Latte,4,Espresso,Oregon,Regular,20,110,53,1,11,9.3%,118,54
5/1/2010 12:00:00 AM,West,Small Market,Caffe Mocha,5,Espresso,Oregon,Regular,40,110,52,1,27,22.0%,123,44
5/1/2010 12:00:00 AM,West,Small Market,Decaf Espresso,6,Espresso,Oregon,Decaf,90,280,149,1,83,27.9%,298,66
5/1/2010 12:00:00 AM,West,Small Market,Amaretto,1,Coffee,Oregon,Regular,40,160,53,1,-2,-1.6%,128,77
5/1/2010 12:00:00 AM,West,Small Market,Columbian,2,Coffee,Oregon,Regular,30,140,48,1,8,6.9%,116,60
5/1/2010 12:00:00 AM,West,Small Market,Chamomile,8,Herbal Tea,Oregon,Decaf,40,60,30,1,26,34.7%,75,19
5/1/2010 12:00:00 AM,West,Small Market,Lemon,9,Herbal Tea,Oregon,Decaf,30,80,43,1,30,30.3%,99,26
5/1/2010 12:00:00 AM,West,Small Market,Darjeeling,11,Tea,Oregon,Regular,20,30,20,1,12,24.5%,49,17
5/1/2010 12:00:00 AM,West,Small Market,Earl Grey,12,Tea,Oregon,Regular,50,150,94,1,79,33.6%,235,62
5/1/2010 12:00:00 AM,West,Small Market,Green Tea,13,Tea,Oregon,Regular,70,180,114,1,101,37.0%,273,58
5/1/2010 12:00:00 AM,West,Small Market,Decaf Irish Cream,3,Coffee,Oregon,Decaf,40,120,42,1,25,24.3%,103,36
5/1/2010 12:00:00 AM,West,Small Market,Caffe Latte,4,Espresso,Washington,Regular,40,100,48,1,34,30.9%,110,28
5/1/2010 12:00:00 AM,West,Small Market,Caffe Mocha,5,Espresso,Washington,Regular,20,120,58,1,16,12.3%,130,56
5/1/2010 12:00:00 AM,West,Small Market,Decaf Espresso,6,Espresso,Washington,Decaf,60,160,78,1,47,27.6%,170,45
5/1/2010 12:00:00 AM,West,Small Market,Columbian,2,Coffee,Washington,Regular,90,210,71,1,58,33.1%,175,46
5/1/2010 12:00:00 AM,West,Small Market,Chamomile,8,Herbal Tea,Washington,Decaf,100,240,110,1,98,35.6%,275,67
5/1/2010 12:00:00 AM,West,Small Market,Lemon,9,Herbal Tea,Washington,Decaf,50,80,40,1,36,36.4%,99,23
5/1/2010 12:00:00 AM,West,Small Market,Darjeeling,11,Tea,Washington,Regular,30,80,48,1,44,33.8%,130,38
5/1/2010 12:00:00 AM,West,Small Market,Earl Grey,12,Tea,Washington,Regular,30,70,45,1,27,24.5%,110,38
5/1/2010 12:00:00 AM,West,Small Market,Green Tea,13,Tea,Washington,Regular,10,100,64,1,2,1.3%,154,88
5/1/2010 12:00:00 AM,West,Small Market,Decaf Irish Cream,3,Coffee,Washington,Decaf,60,270,92,1,16,7.2%,221,113
6/1/2010 12:00:00 AM,Central,Major Market,Darjeeling,11,Tea,Colorado,Regular,20,100,51,1,11,9.6%,115,53
6/1/2010 12:00:00 AM,Central,Major Market,Earl Grey,12,Tea,Colorado,Regular,30,100,53,1,27,23.1%,117,37
6/1/2010 12:00:00 AM,Central,Major Market,Green Tea,13,Tea,Colorado,Regular,30,80,43,1,29,29.3%,99,27
6/1/2010 12:00:00 AM,Central,Major Market,Caffe Mocha,5,Espresso,Colorado,Regular,140,270,94,1,99,43.0%,230,37
6/1/2010 12:00:00 AM,Central,Major Market,Decaf Espresso,6,Espresso,Colorado,Decaf,50,150,54,1,33,24.4%,135,48
6/1/2010 12:00:00 AM,Central,Major Market,Amaretto,1,Coffee,Colorado,Regular,130,280,113,1,121,43.8%,276,42
6/1/2010 12:00:00 AM,Central,Major Market,Columbian,2,Coffee,Colorado,Regular,80,190,83,1,68,35.8%,190,39
6/1/2010 12:00:00 AM,Central,Major Market,Decaf Irish Cream,3,Coffee,Colorado,Decaf,140,310,123,1,132,43.9%,301,46
6/1/2010 12:00:00 AM,Central,Major Market,Chamomile,8,Herbal Tea,Colorado,Decaf,90,260,149,1,83,27.9%,298,66
6/1/2010 12:00:00 AM,Central,Major Market,Lemon,9,Herbal Tea,Colorado,Decaf,10,90,44,1,-7,-6.5%,107,70
6/1/2010 12:00:00 AM,Central,Major Market,Mint,10,Herbal Tea,Colorado,Decaf,30,100,50,1,24,20.3%,118,44
6/1/2010 12:00:00 AM,Central,Major Market,Darjeeling,11,Tea,Illinois,Regular,90,200,94,1,99,43.0%,230,37
6/1/2010 12:00:00 AM,Central,Major Market,Earl Grey,12,Tea,Illinois,Regular,30,110,54,1,33,24.4%,135,48
6/1/2010 12:00:00 AM,Central,Major Market,Caffe Mocha,5,Espresso,Illinois,Regular,300,740,272,1,241,38.0%,634,121
6/1/2010 12:00:00 AM,Central,Major Market,Decaf Espresso,6,Espresso,Illinois,Decaf,210,610,260,1,164,31.5%,521,97
6/1/2010 12:00:00 AM,Central,Major Market,Columbian,2,Coffee,Illinois,Regular,190,500,200,1,167,34.9%,478,111
6/1/2010 12:00:00 AM,Central,Major Market,Decaf Irish Cream,3,Coffee,Illinois,Decaf,160,360,141,1,135,39.1%,345,69
6/1/2010 12:00:00 AM,Central,Major Market,Chamomile,8,Herbal Tea,Illinois,Decaf,130,240,113,1,121,43.8%,276,42
6/1/2010 12:00:00 AM,Central,Major Market,Lemon,9,Herbal Tea,Illinois,Decaf,60,160,83,1,67,35.3%,190,40
6/1/2010 12:00:00 AM,Central,Major Market,Mint,10,Herbal Tea,Illinois,Decaf,140,260,123,1,133,44.2%,301,45
6/1/2010 12:00:00 AM,Central,Small Market,Darjeeling,11,Tea,Iowa,Regular,150,450,260,1,164,31.5%,521,97
6/1/2010 12:00:00 AM,Central,Small Market,Earl Grey,12,Tea,Iowa,Regular,180,530,271,1,197,32.7%,603,135
6/1/2010 12:00:00 AM,Central,Small Market,Caffe Mocha,5,Espresso,Iowa,Regular,30,60,21,1,15,28.3%,53,17
6/1/2010 12:00:00 AM,Central,Small Market,Decaf Espresso,6,Espresso,Iowa,Decaf,40,50,0,1,31,72.1%,43,12
6/1/2010 12:00:00 AM,Central,Small Market,Amaretto,1,Coffee,Iowa,Regular,30,60,23,1,18,31.0%,58,17
6/1/2010 12:00:00 AM,Central,Small Market,Columbian,2,Coffee,Iowa,Regular,20,70,32,1,8,11.4%,70,30
6/1/2010 12:00:00 AM,Central,Small Market,Decaf Irish Cream,3,Coffee,Iowa,Decaf,20,50,22,1,11,21.2%,52,19
6/1/2010 12:00:00 AM,Central,Small Market,Chamomile,8,Herbal Tea,Iowa,Decaf,230,550,272,1,241,38.0%,634,121
6/1/2010 12:00:00 AM,Central,Small Market,Lemon,9,Herbal Tea,Iowa,Decaf,140,300,141,1,136,39.4%,345,68
6/1/2010 12:00:00 AM,Central,Small Market,Darjeeling,11,Tea,Missouri,Regular,20,80,41,1,14,14.6%,96,41
6/1/2010 12:00:00 AM,Central,Small Market,Earl Grey,12,Tea,Missouri,Regular,-10,60,35,1,-3,-3.8%,78,46
6/1/2010 12:00:00 AM,Central,Small Market,Green Tea,13,Tea,Missouri,Regular,0,70,36,1,0,0.0%,82,46
6/1/2010 12:00:00 AM,Central,Small Market,Caffe Mocha,5,Espresso,Missouri,Regular,40,100,37,1,33,35.9%,92,22
6/1/2010 12:00:00 AM,Central,Small Market,Decaf Espresso,6,Espresso,Missouri,Decaf,40,100,36,1,31,34.8%,89,22
6/1/2010 12:00:00 AM,Central,Small Market,Columbian,2,Coffee,Missouri,Regular,40,170,76,1,31,18.3%,169,62
6/1/2010 12:00:00 AM,Central,Small Market,Decaf Irish Cream,3,Coffee,Missouri,Decaf,50,140,65,1,35,24.6%,142,42
6/1/2010 12:00:00 AM,Central,Small Market,Chamomile,8,Herbal Tea,Missouri,Decaf,20,110,52,1,-4,-3.2%,125,77
